Anime_ID|Staff_ID
12120|61248;1610;68860;68860;1724;5852;15734;20712;65000;79397;99793;20712;49283;51185;51192;61248;75018;75410;79397;82057;83166;3914;58763;32;59346;13590;26469;3615;5833;10443;11869;13590;18928;19927;26469;33121;33289;34057;41405;41666;47024;48439;51373;51394;60969;71567;77715;78627;78996;80810;82556;99694;99794;107452;254;59896;13586;20984;39394;80255;90274;98396;22723;22745;22747;30216;31506;33571;47284;47936;61241;65799;70250;1390;2563;7107;7109;59220;68135;70779;70781;95337;95781;104914;32388;32390;50521;50521;50562;50568;50568;68581;124203;124235;124236;127345;66105;70851;71347;777;955;5179;5179;12602;13321;13834;13838;28606;30284;68107;71294
11350|53927;53927;54189;53167;135454;1078;1126;2532;2555;3419;3665;4036;5052;7108;25241;74826;95781;126114;126115;126116;337;411;697;910;950;1004;1010;1072;1178;2112;4667;5047;5735;14132;16411;22150
889|51;51;1196;595;1813;4197;595;1720;4658;32124;51;1186;49168;49169;49170;49171;49173;22753;30998;46561;46562;46563;46565;23559;39940;39941;39942;39943;40384;45015;24150;31688;47727;47763;50738;50789;50923;53309;53310;62969;62976;26047;26301;26863;50983;832;1211;1212;2045;2827;15695;23386;29144;48757;48767
15054|1610;79397;104580;115167;1610;69855;79317;80737;1724;4093;4308;4781;5438;5839;5852;6404;6722;7632;15181;21053;27243;49283;55599;60969;62272;69854;71872;75435;76538;79397;83166;92466;122262;10168;11890;15181;27243;27969;34258;34652;35967;37273;45255;49283;61248;69854;79397;80557;83166;84924;85981;89576;90206;115954;76538;122262;55249;72953;72953;111563;72954;2813;65833;40026;2813;71872;75943;2276;2785;2813;4781;7632;8232;8504;11756;11869;18634;24480;25746;26292;26661;27297;29596;33121;34030;34448;34463;35671;36465;36583;39438;40560;41150;44269;45065;45203;45465;47024;47425;49509;51935;53166;55221;55433;58068;58081;58999;65313;65833;71872;72661;72662;75182;75943;76538;77715;78110;95975;110160;254;77722;20984;22034;60006;278;386;527;659;1207;5039;5179;5735;5902;13834;13838;17705;28316;28606;53741;63462
15745|25257;25257;25257;39761;565;36831;64;1683;64;64;7593;18278;5458;80019;64836;137825;15700;81624;384;834;1176;14377;39383;104036;126048;127880
16644|35809;51810;5846;12554;35809;45782;51887;12554;37273;79372;83516;67671;35879;14762;56040;58600;3155;12051;18315;46825;47471;47494;49507;62427;126051;51887;6593;48226;75206;278;443;551;659;662;664;692;722;775;806;808;910;912;949;954;1009;1289;1465;1500;1501;3581;4271;5039;5894;6581;8851;9194;16095;16411;43173;57085;63126
13944|774;50324;105701;272;716;774;1551;5935;12593;15632;17245;18133;22184;62432;77153;92079;774;22184;47493;53159;71372;74492;77153;92079;716;1551;734;107987;30408;56;15276;15893;21323;34025;716;1551;9241;18278;21323;34500;44522;51457;60808;63416;67756;73929;78951;81583;81584;54124;4147;58029;95766;98586;109494;90797;98429;2517;9293;37623;44594;58058;62650;112084;89308;90176;105841;133395;134741;8342;12814;27752;48696;53773
374|1161;325;1161;18133;1164;1161;1161;1163;1171;679;1163;1713;2772;6943;10823;317;226;1162;22719;22963;22977;24841;27181;27473;28523;28917;30107;30218;30220;30221;30582;33772;39932;42067;46675;61241;49032;31688;32196;50363;52149;52338;52357;62926;63741;63742;59336;75406;912;1009;1249;1259;1456;4411;6918;9935;29814
7890|5305;429;3612;11997;66447;36;1238;4500;5305;9968;1238;4500;5305;9475;9968;35794;41811;50312;66448;71130;37756;9522;15085;54317;9522;2276;3473;7524;9494;9522;14435;15180;33845;36268;37308;50327;53660;281;529;546;697;848;912;956;1289;1462;1505;1629;1668;2137;3100;4135;4271;4668;5039;5047;5047;6632;6632;8862;20590;20590
12542|5380;325;325;402;8823;16408;272;324;1238;2637;5380;9807;10960;22614;39226;46292;83067;1238;5380;39226;46292;47629;49349;83067;5380;22350;25293;8052;8102;4082;8052;4082;5113;8052;8226;15218;18356;30366;41127;44271;44787;52932;5380;47988;75388;90136;98594;117531;443;722;1010;3160;3485;5735;5902;8342;14385;16411;32323
1805|644;9495;10845;110;110;715;21730;22130;22131;63946;144595;644;1626;3890;4662;5839;6591;7343;9483;9495;10845;18167;21194;30867;39253;51361;107824;144596;144597;589;644;678;1626;4101;4662;7572;9150;10845;21194;27969;30867;35724;39253;51361;51788;67843;99659;144656;713;9495;24730;13978;644;3151;15200;5456;3151;15200;2194;3151;3447;5113;5464;7735;10849;15200;16459;19996;21194;22432;22607;29243;29599;29621;30159;35207;36709;37379;37976;40809;48430;48468;63933;76538;76844;99659;144598;16454;17077;254;40429;77031;87915;22985;1622;22139;13574;17998;22138;144657;902;1065;2503;2504;2525;3516;3660;12493;12771;13235;14114;14950;17625;19554;21909;32325;46544;38638;46528;46637;46638;46641;37999;38548;38549;38775;44998;52107;52290;63283;63284;63285;63286;25645;25932;25975;26128;26130;26136;26265;44876;53232;70563;438;503;662;720;775;912;949;1178;1376;2416;3839;5039;5179;6844;7636;8851;11036;63574;73368;90686;96175;96176;96177;96179;96180;96181;96190;96192;96196;96197;96293;96308;96387;96631;38280;48732;48733;48743;48747;48782;48865;48887;48942;49237;49487;49487;49716;38568;101523;101527;128140;128140;128141;128141;128142;128142;128143;128144;128145;128147;15926;15937;42178;42182;42182;43334;43334
6430|9087;8956;9087;38089;55034;55641;56765;62666;9087;9153;13295;27995;37454;37455;37456;39701;62666;9087;9153;13295;27995;37454;37456;38074;39701;62666;55249;55034;48699;9092;1824;38081;9092;9092;13295;27993;28849;37455;37457;37459;1618;254;25080;13293;13740;19864;55371;22721;22745;30959;31006;49243;49359;49821;54703;59073;70202;531;531;1074;1091;1184;1283;2256;3419;7125;14772;43197;51640;58257;70471;71875;25901;26191;38012;38106;61334;385;910;5683;6581;12602;14922;14929;19366;22271;36980;73370;90691;90694;96197;96334;96349;96350;96423;96459;97249;69064;69103;69109;69112;69115;69125;73666;73667;73670;38906;38906;38910;38936;42178;42178;43279;43279;50594;50594
7809|9087;8956;8956;9087;9153;13295;28849;37454;37456;39701;39704;39705;112018;9087;9153;13295;28849;37454;37456;39701;39704;39705;112018;1373;37451;51681;48291;27993;38079;38079;27993;7692;9092;27993;37454;37457;37459;38075;38090;55530;88726;254;17907;13293;15892;16973;60001;27473;28673;30268;47813;48350;49243;59073;64107;68004;70201;83368;83375;107474;113395;116571;125194;126778;129478;1065;3657;4919;7734;9293;12493;44594;44595;63337;83471;281;438;542;718;3166;4271;5918;8851;13321;15878;90676;90688;96177;96182;96300;96350;96568;96804;97246;97247;38927;39030;39805;42700;52005;59745;59745;74907;88827;88827
4194|1652;4629;27691;4629;27691;290;1652;3696;4093;7732;10610;31193;1626;1652;3696;10610;10845;13830;21194;24730;25581;290;17693;3622;31183;49078;25826;1652;290;311;13010;290;21194;37170;49081;17693;21522;35061;254;22134;48586;62655;77274;532;1090;1293;7125;8267;18608;18608;21629;21632;30948;40533;40869;70285;31677;38747;48553;50557;50562;51564;52696;59611;63736;69797;118959;38732;43191;45722;53712;54691;59231;25933;25946;26125;26324;26640;36373;38012;337;438;542;793;849;975;1030;1555;2177;27752;14489;96182;96338;96416;96416;96483;96621;96631;96811;96977;48735;48745;48767;48782;48784;48928;48938;49237;49597;38929;38935;42178;42182;50231
6115|909;3148;3148;7202;16992;909;1204;1225;2182;6647;6963;7343;8059;22464;57848;75704;403;909;6963;20515;36665;57848;75704;129263;22464;21134;11403;15570;27347;27348;18952;22469;27347;27348;38866;87368;13012;15570;4758;5462;5868;8234;8246;9641;9974;13012;15570;18304;18928;35371;36314;41457;56747;59282;66469;71865;86849;128482;317;24343;936;2091;738;741;742;1599;3935;4953;8671;15167;16751;38054;51568;67439;72812;88880;31688;32390;32820;33714;50493;50502;50504;50603;50604;50738;52078;52352;55630;64524;69013;18128;18197;26054;26057;26191;26386;29555;47263;51060;51102;53453;443;529;692;1041;1465;2164;5108;5658;6581;7314;8105;8142;18802;27068;48696;54001;54002;90680;90683;90685;90693;96187;96263;96300;96334;96337;96388;96413;96447;96697;96698;96699
2654|3109;26763;26763;1724;3109;5795;7586;8064;10002;10957;11363;18525;47634;3109;5795;5860;7586;7597;8561;11363;14479;18525;47634;47635;47636;47638;8952;15451;9;18;9;12244;14471;9;7599;11460;11472;12244;13900;14471;14480;14762;20775;22550;22551;24058;4571;14471;2949;18630;4881;18624;18625;18626;68713;30276;41967;43156;46885;1184;1185;1435;2258;2261;2267;3032;3644;4018;4033;4824;4832;5588;7125;13201;20166;20166;40021;31677;31677;31677;31678;32388;47719;50496;50511;50519;50557;50562;50568;50603;50744;50751;50813;50908;50908;52148;52344;52358;59609;59614;63115;63184;63192;63340;65347;88328;28734;29182;29392;34267;34267;38770;38776;45993;25935;25946;25947;26038;26125;26127;26130;26161;26237;26252;26267;26523;39848;278;279;387;417;504;662;1497;2068;3106;3196;16312;17472;17686
10291|28247;45420;68904;40080;57471;5601;3146;5601;36709;34055;10616;18287;443;806;949;5410;5894;9817;9860;12417;14929;18813;19600;37295;37295;47337;57385
6300|14130;12773;12773;7632;14130;31361;2658;7632;26741;35486;382;53869;37057;107731;37057;21593;29599;37057;45526;48275;20261;806;5894;12353;20573
847|1541;51;51;4769;4768;4658;1811;4658;58262;4735;1203;1189;129241;1186;46864;48805;49824;69878;19986;19987;19988;19989;146615;31688;36889;47761;48620;50625;52031;52145;52351;57487;62608;63134;82000;51479;57021;68381;69308;85932;129616;136542;136543;136544;136545;136546;25926;26191;59722;113996;21164;22526;22528;22528;22531;22532;14486;14489;96189;96621;96721
481|51;51;1196;51;51;2218;1698;2223;2218;2228;1187;773;30108;41970;55292;530;2214;3031;4777;4778;4779;13088;86877;2833;2838;23782;24086;44796;47710;47724;47763;50504;52351;62969;62976;69537;98106;53715;26171;41307;44700;47035;57531;301;1095;2103;32926;96183;96395;96413;96634
10576|915;57806;57806;915;7736;95067;132;57806;12568;328;915;12568;3702;5945;63543;69006;69006;69008;69008;71210;71215;71215;71215;71216;71218;71915;71918;73753;76259;85570;85572;26060;26165;27177;38012;47035;61334;411;440;780;1456;1497;1568;3131;8073;8105;16411;17353;17353;20811;20999;28816;60780;67710
10885|22227;51681;51681;2337;5857;6722;9495;18301;21280;22227;27538;39012;39307;41252;98476;22227;39012;39307;41252;49742;74574;98476;51681;74150;51681;77693;562;36222;562;562;3912;5383;9495;22613;23018;30074;36529;39428;49852;49853;58652;79053;18832;14261;40464;56954;471;13586;40459;22957;22978;23116;47813;48177;49821;50533;54709;59073;61545;65799;70201;70250;72629;72717;86081;107474;107475;107476;1065;2481;2503;7734;7798;9293;12493;12493;21909;21909;25246;37623;44594;44595;46503;53436;67413;67413;72702;83471;83472;101096;89309;89311;90176;90176;102730;102732;130085;133419;133419;500;790;5735;5902;8342;9815;13838;17765;19870;28606;28607;32342;38425;39697;53741;60780;74783;86758;89049;73367;84447;90693;96178;96182;96183;96184;96272;96334;96350;96381;96423;96602;111710;111711
6122|9803;4290;4290;3147;3858;4093;4143;4537;5438;9088;9803;12158;13624;14907;24730;28779;35486;39307;43370;55767;77;3858;4537;5866;9803;12158;13624;14907;24778;35486;36292;39307;45619;47629;74474;24730;49522;435;40274;11;35553;11;11;77;274;1728;4719;15123;16428;18843;20411;21669;23857;24778;28004;34549;59343;35553;424;16598;726;2091;15639;55345;22759;32611;39867;42029;46842;64137;68481;70011;132502;1122;2074;2516;7108;7734;12493;20935;29271;62405;65527;527;3183;5894;8090;10397;18654;37415;73370;90685;96184;96186;96296;96307;96334;96418;96420;96543;38935;57604;105153;133748;133748
2636|774;1278;774;1026;10038;18552;48286;65976;65977;75184;4;26;732;774;915;1551;4143;5795;8064;9802;10445;10957;13831;22577;75587;26;774;1551;7597;9150;10445;13831;14475;14479;22577;34174;36292;54288;774;64217;19279;21117;21118;21119;1551;39026;1683;1551;1029;1551;5631;10855;13865;14762;15185;16919;18278;24185;32794;34025;35725;39026;92080;1652;25502;2426;6212;9550;25501;20445;21254;25504;41089;531;3032;3644;30440;38186;50502;52145;52149;62923;62926;63313;45713;51641;51735;26062;26403;71347;525;551;25459;48841;49197;49451
10128|34652;12773;12773;7632;34652;35486;35794;46292;49516;62272;65993;79397;6400;27969;34652;35486;46292;47628;49516;62272;73728;86935;14455;70254;75159;121440;15661;67285;71872;15285;28153;71872;8226;24188;33121;34413;39438;47024;49516;58081;58830;62256;66606;71872;74131;254;66790;12570;561;17672;22034;39394;89196;89197;902;1065;2074;2479;2503;9293;19672;58056;59636;665;798;3243;11602;16487;17353;19366;27059;28774
910|91;91;91;307;5720;5721;10038;45420;39;91;1287;3027;4091;14761;15161;15162;18874;21280;22811;31193;108024;39;4091;11986;13886;14761;15161;15162;18874;22811;31193;108024;58890;734;2993;28136;311;327;405;1040;1522;5601;7652;8221;8829;9232;10094;13552;15134;26334;30074;41049;3080;5830;407;424;315;5725;268;7618;7837;28137;22762;39380;39381;903;1074;1090;1133;1403;1419;4033;4035;4820;4994;7187;7979;26927;40684;67791;70285;70289;116396;50500;50562;50590;59608;59612;3743;28734;38551;38731;38751;45713;51159;52040;15785;18116;25643;26261;547;832;851;929;1009;1009;3060;5730;5731;8136;8860;10930;38714;54650;14486;96182;96333;96334;96598;96599;96600;96601
16660|47674;1287;1724;2181;2337;3109;15140;18875;31718;33488;37058;41699;47413;47674;76250;105686;1287;2337;11610;15140;32691;36555;47471;47674;76250;78426;85045;145447;33488;124784;58817;4530;15809;33896;34055;38987;45389;58833;75641;79132;88280;134907;1372;116473;54243;439;507;1207;1289;2068;5902;8342;15417;15878;23434;26846;30876;53773;56091;58051;59411;61669;69834;74187;76338;99623;104959;104960;113308;114052;128779
8192|34652;12773;12773;9152;18107;19693;34652;47628;49516;62272;65993;16921;19693;31363;34652;35486;47628;49516;59491;62272;34652;14455;70254;75159;121440;15661;67285;71872;24076;71872;10894;24188;33121;36566;47024;49516;55222;58830;62256;66606;71872;85075;254;66790;12570;561;17672;22034;39394;89197;1065;2074;2503;2517;7734;9293;12493;13929;19672;44595;59636;798;3133;3243;7636;11602;13317;16487;22360;27059;28774;73943
6634|91;91;5720;5721;58898;60998;91;1569;1724;2778;4662;5612;5935;9802;13624;13831;15162;18874;22811;49742;52053;2184;2778;3614;3826;4662;8740;9802;13624;15162;18874;21518;22811;30971;49742;140;57471;60997;311;5601;64;5601;7593;8221;9232;17054;21114;28136;29243;31185;34414;37587;39222;40347;57860;104978;407;424;5725;12570;15773;16452;30626;561;7634;24815;58912;27181;28952;30999;31000;46050;49071;49359;63663;67975;70121;71001;530;1283;1283;1390;2532;3029;3664;7977;16555;21805;25241;32815;33714;50568;52078;52149;335;867;3173;8851;16404;18571;36901;39003;50668;61387;90679;96276;96350;96427;96446;96454;96564;96573;96634;97250
8657|644;644;110;7202;14761;54678;108024;110;7202;54678;644;4101;14761;21194;31233;54076;108024;4101;14761;21194;31233;35724;37969;39253;54076;108024;26448;47843;22223;2183;19997;117549;17288;85;15803;17288;21194;21491;25765;31233;31782;34055;35626;39025;49910;53589;55508;136063;8803;27319;54271;60002;80003;51100;446;526;1376;3839;5179;8851;9961;13834;96176;96184;96260;96263;96331;96423;96459;97308
10269|22183;3086;3478;8850;15125;22183;43175;65993;3478;8850;15125;22183;35796;36866;37632;56464;74492;75147;8063;66727;66728;5028;15285;5028;3852;5028;9253;9994;12383;21570;29596;29599;31453;33269;34023;35796;36302;45671;73143;78951;87549;90965;115399;3620;12967;44902;53645;63467;20261;45614;91986;134763;2074;2476;20342;31220;42612;44595;57984;59214;65527;73124;73304;77506;102732;337;3170;5108;6844;7970;8136;8859;12646;17254;31716;50232;62870;63485
16108|84674;11621;11621;88;1478;2747;20515;21744;25379;25556;33530;74081;81163;84674;100858;88;18456;25556;30078;33530;44215;46554;51192;52562;74081;81163;82198;83427;84674;100858;101306;141779;20515;46554;84674;67761;128841;70413;78430;47666;70413;4758;8052;24221;24819;25227;25556;25765;31740;31741;36685;37651;41887;47641;47666;52562;58425;65476;70413;72257;72281;77400;78750;99795;110545;96652;8466;60320;181;1606;74062;80252;119043;122535;134578;65147;74120;109463;1184;3419;13201;104916;124478;126707;131942;132935;135130;3166;58051;63462;91009;94383;104959;106437;106773;108668;38936;39024
17219|25257;25257;25257;25257;39761;565;36831;64;1683;64;64;18278;18314;18318;5458;65821;64836;137825;15700;81624
6357|678;8728;8728;88;135;678;1724;4089;4093;11611;15200;37693;46292;59661;126052;678;4089;6704;8926;11611;34656;37693;46292;59413;59661;126052;88;15200;56007;41619;88;10852;35387;10852;88;4089;10852;11611;11810;13450;15200;18543;22413;32796;35207;37696;40517;41022;41262;59662;126052;5494;2248;2074;2517;7734;12493;63415;73061;111881;25641;26523;26524;44876;51102;3160;4271;5494;10201;13755;38425;53471;57773;96180;96184;96271;96326;96804
6832|2906;2906;2906;2906;18613;20515;20522;24049;91966;2906;6404;12964;14475;18613;20513;20522;32915;43689;65504;6404;20513;24049;42502;50987;24049;24049;5462;11285;15557;16457;20522;21492;22616;24049;31233;34796;34987;35978;44216;113900;15557;36975;72056;27925;35968;52022;22975;27476;28674;30224;63663;742;2969;4325;5100;8339;8671;20710;42121;64659;32155;50521;50562;50590;52358;77506;89308;89309;89311;89313;89314;25901;25922;26012;26403;26617;794;917;1249;1289;14730;20004
4975|12534;515;3109;3449;3696;4093;6574;9702;12534;31361;31363;41024;41152;47463;2337;3449;3696;3722;6574;9475;12534;14475;16712;19866;31363;31952;16246;39771;3022;4049;10852;3022;6574;7464;7516;10852;11719;15208;15802;20537;21491;25705;29586;32001;32324;33475;34429;41024;41701;47214;8466;22879;14378;19267;42393;42405;5490;13201;14772;21805;25241;71040;74779;31681;41724;59611;71106;76218;76272;146322;384;806;910;949;1376;5902;39770;90691;96306;96347;96381;96413;96421;96483
12991|909;95747;20121;50324;63267;95747;105701;146061;72;909;1225;1478;4069;5852;6690;22184;29895;46346;50037;57848;65000;82057;909;6690;8850;9410;12411;22184;23880;29895;34172;57848;67114;79316;82057;83563;909;84034;32506;42537;15570;27348;27347;27348;38866;41875;77043;77045;100385;4641;15570;3615;8061;10443;11234;15231;15570;19927;25204;27222;33763;35787;40074;41050;43205;43273;46529;61811;62089;68218;71481;72068;82914;84060;106364;317;76812;40050;2019;2091;15639;104555;551;1178;10397;40048;50440;53773;56455;63638;81023;91009;95225
2340|3027;9523;3027;3027;4642;13620;4785;7497;13620;4783;424;87641;13746;726;746;752;4317;6344;8671;58240;32815;50500;50522;50814;52078;52343;52358;38750;83105;26165;26246;26309;26617;27600;1009;1009;9402;11000;28139;44559
1135|8476;5448;5448;8510;2180;8476;21260;21263;33097;37693;65504;8476;12251;14044;37693;65504;114;1608;5601;14129;8929;405;17294;32898;51373;10616;5457;31677;32388;46520;46521;46522;46523;46639;46641;46642;50561;50562;50568;50568;50904;59609;72801;118959;3744;38732;38750;38772;38775;25938;25941;25946;26038;26258;36373;39848;53232;835;1592;2130;2164;2411;7347;12425;13726;14828;90678;96257;96263;96268;96336;96337;96338;96346;96348;48732;48754;48763;48784;48820;48867;48872;49597;50144
1865|13722;15377;4530;9487;9544;12296;38367;7844;13;13;1380;2913;7844;32596;38365;38366;1104;2378
